Fredys Alberto Simanca Herrera|https://dblp.org/pers/hd/h/Herrera:Fredys_Alberto_Simanca|
Rubén González Crespo|https://dblp.org/pers/hd/c/Crespo:Rub=eacute=n_Gonz=aacute=lez|Universidad Internacional de La Rioja, Spain
Luis Rodríguez Baena|https://dblp.org/pers/hd/b/Baena:Luis_Rodr=iacute=guez|
Natalia Padilla Zea|https://dblp.org/pers/hd/z/Zea:Natalia_Padilla|
Stefania Aceto|https://dblp.org/pers/hd/a/Aceto:Stefania|
Carlos Julio Moya Jutinico|https://dblp.org/pers/hd/j/Jutinico:Carlos_Julio_Moya|
Carlos Enrique Montenegro Marín|https://dblp.org/pers/hd/m/Mar=iacute=n:Carlos_Enrique_Montenegro|Francisco José de Caldas District University, Bogotá, Colombia
Olga C. Santos|https://dblp.org/pers/hd/s/Santos:Olga_C=|
Iñigo Garbayo-Ágreda|https://dblp.org/pers/hd/g/Garbayo==Aacute=greda:I=ntilde=igo|
Fabio Nascimbeni|https://dblp.org/pers/hd/n/Nascimbeni:Fabio|
Joaquin Alonso|https://dblp.org/pers/hd/a/Alonso:Joaquin|
Olga Sanz|https://dblp.org/pers/hd/s/Sanz:Olga|
Laura Duque Cano|https://dblp.org/pers/hd/c/Cano:Laura_Duque|
Carlos Fernández|https://dblp.org/pers/hd/f/Fern=aacute=ndez:Carlos|
John Willian Branch|https://dblp.org/pers/hd/b/Branch:John_Willian|National University of Colombia, Bogotá, Colombia
Martín Darío Arango|https://dblp.org/pers/hd/a/Arango:Mart=iacute=n_Dar=iacute=o|
Antonio Balderas|https://dblp.org/pers/hd/b/Balderas:Antonio|
Luis de la Fuente Valentín|https://dblp.org/pers/hd/v/Valent=iacute=n:Luis_de_la_Fuente|
Miguel Ortega-Mier|https://dblp.org/pers/hd/o/Ortega=Mier:Miguel|
Juan Manuel Dodero|https://dblp.org/pers/hd/d/Dodero:Juan_Manuel|
Roumen Nikolov|https://dblp.org/pers/hd/n/Nikolov:Roumen|
Manju Khari|https://dblp.org/pers/hd/k/Khari:Manju|
Prabhat Kumar|https://dblp.org/pers/hd/k/Kumar:Prabhat|
Katherine Wimpenny|https://dblp.org/pers/hd/w/Wimpenny:Katherine|
Isidro Maya|https://dblp.org/pers/hd/m/Maya:Isidro|
Cristina Stefanelli|https://dblp.org/pers/hd/s/Stefanelli:Cristina|
Ayman Eldeib|https://dblp.org/pers/hd/e/Eldeib:Ayman|
Alberto Albiol|https://dblp.org/pers/hd/a/Albiol:Alberto|Technical University of Valencia
Juan Francisco Ortega-Morán|https://dblp.org/pers/hd/o/Ortega=Mor=aacute=n:Juan_Francisco|
José B. Pagador|https://dblp.org/pers/hd/p/Pagador:Jos=eacute=_Blas|
Luisa F. Sánchez-Peralta|https://dblp.org/pers/hd/s/S=aacute=nchez=Peralta:Luisa_F=|
Patricia Sánchez-González|https://dblp.org/pers/hd/s/S=aacute=nchez=Gonz=aacute=lez:Patricia|
José Francisco Noguera-Aguilar|https://dblp.org/pers/hd/n/Noguera=Aguilar:Jos=eacute=_Francisco|
Enrique J. Gómez|https://dblp.org/pers/hd/g/G=oacute=mez:Enrique_J=|
Francisco M. Sánchez-Margallo|https://dblp.org/pers/hd/s/S=aacute=nchez=Margallo:Francisco_M=|
Jordán Pascual Espada|https://dblp.org/pers/hd/e/Espada:Jord=aacute=n_Pascual|
Elena Verdú|https://dblp.org/pers/hd/v/Verd=uacute=:Elena|
